630,Mâcon Chardonnay
1164,Vin de Savoie Montmélian
1229,Côtes du Forez
578,Givry premier cru Clos-Saint-Pierre
1165,Vin de Savoie Ripaille
573,Givry premier cru Clos Charlé
572,Givry premier cru Cellier aux Moines
571,Givry
570,Gevrey-Chambertin premier cru
577,Givry premier cru Clos-Saint-Paul
576,Givry premier cru Clos Marole
575,Givry premier cru Clos Marceaux
574,Givry premier cru Clos Jus
637,Mâcon Davayé
61,Bergerac
62,Blaye
63,Bordeaux
65,Bordeaux Haut-Benauge
66,Côtes de Bourg, Bourg et Bourgeais
67,Buzet
68,Cadillac
69,Cahors
250,Beaujolais
251,Beaujolais Villages
256,Beaujolais Charentay
257,Beaujolais Denicé
